,meal_type,name,url,image_url,alt,description
4019,dinner,Winter vegetable & lentil soup,/recipes/winter-vegetable-lentil-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/winter-soup-65c837b.jpg?quality=90&resize=93,85",Bowl of vegetable & lentil soup with spoon,"When it's cold outside, treat yourself to a healthy homemade vegetable soup, packed with immunity-supporting vitamin C and four of your 5-a-day"
4020,dinner,Next level lasagne,/recipes/next-level-lasagne,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/lasagne-6c66fbf.jpg?quality=90&resize=93,85",Next level lasagne served in a casserole dish,"Forget microwave ready-meal versions and make a homemade lasagne properly: with good ingredients, it becomes the ultimate make-ahead, comfort food crowd-pleaser"
4021,dinner,Thirty-minute courgettes with dukkah sprinkle,/recipes/egyptian-courgettes-dukkah-sprinkle,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/440-400-egyptian-courgettes-with-dukkah-sprinkle-a304ddf.jpg?quality=90&resize=93,85",A bowl of courgette stew served with a spicy sesame seed and flaked almond topping,"Get four of your 5-a-day in one vegan dinner. This budget-friendly recipe is healthy and gluten-free, plus it provides a source of calcium, folate, fibre, vitamin C and iron"
4022,dinner,Tomato & courgette risotto,/recipes/tomato-courgette-risotto,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/tomato-courgette-risotto-0da0570.png?quality=90&resize=93,85",Tomato & courgette risotto,"Roast a glut of summer vegetables and serve in this creamy Italian classic, finished with mascarpone and grated Parmesan"
4023,dinner,Homemade custard,/recipes/homemade-custard,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1095467_12-bc9eb0e.jpg?quality=90&resize=93,85",Homemade custard,"Once you've cracked this technique for silky smooth vanilla custard, you'll never go back to tinned"
4024,dinner,Spicy fish stew,/recipes/spicy-fish-stew,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/jamaican-fish-stew-440-400-9ba6282.jpg?quality=90&resize=93,85",A bowl of spicy salmon stew,"Full of omega-3 fats and providing four of your 5-a-day, this healthy dinner is packed with flavourful ingredients including garlic, chilli, salmon fillets and herbs"
4025,dinner,Lemon & oregano chicken traybake,/recipes/lemon-oregano-chicken-traybake,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1069487_11-10cde2d.jpg?quality=90&resize=93,85",Lemon & oregano chicken traybake,"An all-in-one supper of roast, cheap chicken thighs and crispy new potatoes with all the sunshine flavours of the Med "
4026,dinner,Next level ratatouille,/recipes/next-level-ratatouille,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/ratatouille-8d4a025.jpg?quality=90&resize=93,85",Ratatouille served in a casserole dish,"Seasonal vegetables are all slow-cooked together in a dish that truly celebrates summer. Serve with bread, or for a more substantial meal, as a side with barbecued or roasted meat or fish"
4027,dinner,Beef & Guinness stew with carrots,/recipes/beef-stout-stew-carrots,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-513689_11-f809510.jpg?quality=90&resize=93,85",Beef & Guinness stew in a bowl with chunky carrots and parsnip mash,"With sweet, slow-cooked carrots and beautifully tender meat, this beef and stout stew is comfort in a pot. Serve with creamy parsnip mash for a warming meal."
4028,dinner,Super-quick fish curry,/recipes/super-quick-fish-curry,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-513547_11-afc4279.jpg?quality=90&resize=93,85",Super-quick fish curry,"A low fat fish curry that's ready in a flash, make sure you buy your fish from a sustainable source."
4029,dinner,Spring chicken pot pie,/recipes/spring-chicken-pot-pie,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/spring-chicken-pot-pie-9bd9a0e.jpg?quality=90&resize=93,85",Spring chicken pot pie served in a pie dish,"Celebrate Easter with this spring chicken pot pie. It's kinder on your wallet than the traditional roast lamb, and equally enjoyable"
4030,dinner,Braised beef with ginger,/recipes/chinese-braised-beef-ginger,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-816494_9-65316b7.jpg?quality=90&resize=93,85",Chinese braised beef with ginger,Slow cooking beef shin or brisket in aromatic spices gives a melt-in-the-mouth main course that's delicious with steamed rice and crisp stir-fried vegetables
4031,dinner,Vegetarian Thai green curry,/recipes/vegetarian-thai-green-curry,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/vegetarian-thai-curry-12b120a.jpg?quality=90&resize=93,85",Vegetable Thai curry with rice,Our easy veggie version of a classic Thai curry is ready in under an hour and contains 3 of your 5-a-day
4032,dinner,James Martin's Yorkshire puds,/recipes/james-martins-yorkshire-puds,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-740564_11-b52d07b.jpg?quality=90&resize=93,85",Yorkshire puddings piled on a plate,Roast beef just wouldn't be the same without crisp Yorkshire puddings.
4033,dinner,Mixed bean chilli with wedges,/recipes/mixed-bean-chilli-wedges,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-488688_11-835462a.jpg?quality=90&resize=93,85",Vegetarian mixed-bean chilli served with wedges,"A warming bowl of vegetarian chilli makes for great comfort food. Serve with potato wedges for a healthy weeknight supper, and be sure to make extra for the freezer"
4034,dinner,Pan-fried salmon,/recipes/pan-fried-salmon,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/salmon-1547b3f.jpg?quality=90&resize=93,85",Pan-fried salmon with broccoli and lemon slice on plate,"Have a perfectly cooked salmon fillet, complete with crisp skin, ready in under 10 minutes. Serve with a side of buttery, seasonal green veg for a filling supper"
4035,dinner,Sausage & mash pie,/recipes/sausage-mash-pie,"https://images.immediate.co.uk/production/volatile/sites/30/2021/08/Sausage-and-mash-pie-f728116.jpg?quality=90&resize=93,85",Sausage & mash pie in a large baking dish and a single serving alongside,"Enjoy this ingenious take on a family favourite, sausage and mash. It brings the two ingredients together into one hearty pie that can be easily frozen"
4036,dinner,"Chickpea, tomato & spinach curry",/recipes/chickpea-tomato-spinach-curry,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-605547_11-2814b4b.jpg?quality=90&resize=93,85","Chickpea, tomato & spinach curry","A superhealthy, vegan curry that accounts for 2 of your 5-a-day and is low in calories to boot!"
4037,dinner,Sweet potato cakes with poached eggs,/recipes/sweet-potato-harissa-cakes-poached-eggs,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sweet-potato-harissa-cakes-with-poached-eggs-e384581.jpg?quality=90&resize=93,85",A plate serving sweet potato cakes with poached eggs,"Try these gluten-free sweet potato cakes with poached eggs for a weekend brunch, or as a quick dinner. They're spiced with harissa to wake up your tastebuds"
4038,dinner,Chicken with crushed harissa chickpeas,/recipes/chicken-crushed-harissa-chickpeas,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chicken-with-crushed-harissa-chickpeas-f009cb0.jpg?quality=90&resize=93,85",Chicken with crushed harissa chickpeas served on a white plate,"Need something speedy for dinner? Try this chicken, coated in flavourful za'atar and served with spiced chickpeas. It's simple, but seriously delicious"
4039,dinner,Spicy black bean tacos,/recipes/spicy-black-bean-tacos,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/spicy-black-bean-tacos-6ac283a.jpg?quality=90&resize=93,85",Spicy black bean tacos,"These vegetarian bean tacos, lightly spiced with cumin and smoked paprika, are topped with fresh guacamole and a pomegranate salsa."
4040,dinner,Korean fried chicken,/recipes/korean-fried-chicken,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/korean-fried-chicken-0cb444a.gif?quality=90&resize=93,85",Fried chicken wings on a plate with spring onions,"Cook an exotic yet easy dinner like these spicy and sticky Korean chicken wings. They make ideal finger food for a buffet, but don't forget the napkins"
4041,dinner,Roast mushroom gnocchi,/recipes/roast-mushroom-gnocchi,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/roast-mushroom-gnocchi-0510181-e1649157489378.jpg?quality=90&resize=93,85",Roast mushroom gnocchi in a bowl,"For an easy midweek dinner, mix mushrooms with blue cheese, gnocchi and spinach. A no-fuss meal and it's nutritious, too, counting as two of your 5-a-day"
4042,dinner,Soup maker mushroom soup,/recipes/soup-maker-easy-mushroom-soup,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/soup-maker-mushroom-soup-ff5ebe8.jpg?quality=90&resize=93,85",Mushroom soup in bowl with herbs and cream,"Use a soup maker to make this easy, creamy mushroom soup. Chestnut or button mushrooms work well. Serve with crusty bread and freeze any leftovers "
4043,dinner,Plum crumble,/recipes/plum-crumble,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1117452_10-15ba4de.jpg?quality=90&resize=93,85",Plum crumble,"Use two types of sugar and ground almonds for the perfect crunchy crumble topping, layered on top of cinnamon-spiced plums"
4044,dinner,Roasted cauliflower steaks,/recipes/cauliflower-steaks-roasted-red-pepper-olive-salsa,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cauliflower-steaks-2bccad0.jpg?quality=90&resize=93,85",Cauliflower steaks with roasted red pepper & olive salsa served on a plate,"Unlock the flavours of cauliflower with a red pepper, olive and caper salsa, topped with almonds. Healthy and vegan, it makes a tasty light lunch or supper"
4045,dinner,Coconut & kale fish curry,/recipes/coconut-kale-fish-curry,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/coconut-and-kale-fish-curry-9e80eb5.jpg?quality=90&resize=93,85",Coconut & kale fish curry in a large bowl,"Batch-cook this easy kale, cod and king prawn curry and freeze in portions for busy weeknights. With a coconut milk base and spices, it's full of flavour "
4046,dinner,Halloumi fajitas,/recipes/halloumi-fajitas,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/halloumi-fajitas-ac81223.jpg?quality=90&resize=93,85",Halloumi fajitas served on tortillas,Try these halloumi tortilla wraps with avocado for a quick and easy after-school meal. Serve with chilli sauce or soured cream
4047,dinner,Chilli chicken wraps,/recipes/chilli-chicken-wraps,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chilli-chicken-wraps-ee2a992.jpg?quality=90&resize=93,85",Chilli chicken wraps,It's a wrap! A speedy supper with plenty of spice that's low in calories - the perfect midweek meal
4048,dinner,"Spiced chicken, spinach & sweet potato stew",/recipes/spiced-chicken-spinach-sweet-potato-stew,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/spiced-chicken-spinach-sweet-potato-stew-573e297.jpg?quality=90&resize=93,85","Spiced chicken, spinach & sweet potato stew in a white casserole dish","A healthy one-pot with warming spices that's low fat, low calorie, 3 of your 5-a-day and also full of fibre!"
4049,dinner,Best ever roast potatoes,/recipes/roast-potatoes,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/potatoes-945da3e.jpg?quality=90&resize=93,85",Ultimate roast potatoes in a roasting dish,On the hunt for the best ever roast potatoes? Try this recipe using a clever coating of a potato-style batter made with slightly overcooked potatoes
4050,dinner,Next level turkey & ham pie,/recipes/ham-turkey-pie,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/ham-turkey-pie-938cc95.jpg?quality=90&resize=93,85",Ham & turkey pie on a plate,"Use up the Christmas leftovers to make this hearty, deep-filled turkey and ham pie. You could use shop-bought pastry but nothing beats homemade"
4051,dinner,Vegetarian ramen,/recipes/vegetarian-ramen,"https://images.immediate.co.uk/production/volatile/sites/30/2022/07/Vegetarian-ramen-0c0831e.jpg?quality=90&resize=93,85",Vegetarian ramen with a boiled egg and pak choi,"Rustle up this warming veggie ramen in just 15 minutes. Think of it as healthy fast food – it's low-fat, low-calorie and low-cost as well"
4052,dinner,Slow cooker vegetable curry,/recipes/slow-cooker-vegetable-curry,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/slow-cooker-vegetable-curry-2b72ddd.jpg?quality=90&resize=93,85",A serving of slow cooker vegetable curry with flatbread,Use the slow cooker to make our easy veggie curry with coconut sauce and freeze the leftovers for another day. One delicious serving provides four of your five-a-day
4053,dinner,Crispy grilled feta with saucy butter beans,/recipes/crispy-grilled-feta-saucy-butter-beans,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/crispy-grilled-feta-with-saucy-butter-beans-7469e4b.jpg?quality=90&resize=93,85",Crispy grilled feta with saucy butter beans with pitta bread,"Stuck in a food rut? Grab a can of butter beans, some feta and passata to make this super-speedy and super-tasty supper. Full of goodness, it’s healthy too "
4054,dinner,Italian-style roast cabbage wedges with tomato lentils,/recipes/italian-style-roast-cabbage-wedges-tomato-lentils,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/italian-crispy-roast-cabbage-wedges-523a758.jpg?quality=90&resize=93,85",Italian-style roast cabbage wedges with tomato lentils served on a plate,"Roast cabbage for a veggie centrepiece, with crisp, caramelised leaves on the outside and a soft, sweet centre. Serve with our Italian-inspired lentils and golden roast new potatoes"
